ds,yhat,yhat_lower,yhat_upper,StoreType
2013-05-04,3444498.1739422926,2518719.5491666445,4370276.965964931,a
2013-05-05,361711.74779955903,-613466.9708261462,1286431.728673181,a
2013-05-06,5190926.7455954505,4298003.756393233,6135185.516001368,a
2013-05-07,4576822.010351632,3716225.4443635335,5489077.383031369,a
2013-05-08,4319587.6027553,3479224.7044432987,5256409.021596326,a
2013-05-09,146706.88263349514,-696797.4410751736,1061592.3548969314,a
2013-05-10,4393235.758549942,3531554.809200163,5331698.473023662,a
2013-05-11,3426558.335339489,2480808.709950286,4362782.937309894,a
2013-05-12,327603.60996084055,-599294.7014236547,1243996.4173433078,a
2013-05-13,5141201.368135709,4212203.958535628,6114208.328800531,a
2013-05-14,4512410.0803009225,3566875.122466529,5451634.196092592,a
2013-05-15,4241775.857151637,3323346.524362124,5183893.169923927,a
2013-05-16,4175019.4784888104,3285248.958142339,5058965.168469219,a
2013-05-17,4293732.9644510355,3377699.795899174,5151555.449154419,a
2013-05-18,3319274.9476417243,2465090.3291964885,4240195.924535662,a
2013-05-19,214833.43130713888,-697074.4701532895,1151444.6739400835,a
2013-05-20,76884.47143258015,-843908.1196700347,979112.2579047212,a
2013-05-21,4395932.585773645,3558154.4634544784,5349834.310830724,a
2013-05-22,4127107.400523142,3195279.0768119637,4980314.879406493,a
2013-05-23,4064512.015410778,3139919.871239579,4987598.692818298,a
2013-05-24,4189591.3776814584,3280526.886616724,5086864.153391034,a
2013-05-25,3223497.7691137735,2333552.8332078713,4097995.8466410553,a
2013-05-26,129159.24761990272,-803004.6018700235,966072.0570298821,a
2013-05-27,4951211.6070504375,4063387.4609849164,5843667.246312227,a
2013-05-28,4334416.824078152,3375915.0772492895,5248562.181392376,a
2013-05-29,4078930.16935214,3165655.3942025853,5047371.087063649,a
2013-05-30,4029998.024221607,3124930.8552674083,4923929.599108914,a
2013-05-31,4168667.573163703,3252271.9834043146,5081555.372878649,a
2013-06-01,3215697.2678188775,2303552.9915412953,4103593.183237361,a
2013-06-02,133636.22567769978,-761923.4361274438,1106043.6884495409,a
2013-06-03,4966766.726477026,4106171.042521681,5940739.523025013,a
2013-06-04,4359532.477246194,3437872.1474503973,5287938.7764667515,a
2013-06-05,4111814.5451617446,3230505.936076668,4971747.061504533,a
2013-06-06,4068636.749127239,3102398.0061877263,4983056.0778659405,a
2013-06-07,4210881.467172277,3338919.1344878436,5105259.947055533,a
2013-06-08,3259204.581628643,2369955.4003823246,4128176.1562484973,a
2013-06-09,176117.59956251178,-745224.3556795936,1050462.9653100406,a
2013-06-10,5005931.035738807,4115335.7641533683,5935223.225555344,a
2013-06-11,4393181.705795081,3447585.5912808226,5280404.690345981,a
2013-06-12,4137905.858850165,3201876.4868312827,4998487.567924319,a
2013-06-13,4085340.022656748,3118220.089363554,4932338.619527576,a
2013-06-14,4216630.651044749,3290380.137888888,5037867.8097333545,a
2013-06-15,3252741.4737434415,2326394.330939105,4133525.461051745,a
2013-06-16,156526.80595122604,-761980.7695384651,1100174.681895199,a
2013-06-17,4972665.158992052,4017870.1007549423,5866868.576796385,a
2013-06-18,4346076.081096902,3381971.5310550444,5237100.120346998,a
2013-06-19,4077182.4582801275,3178634.983259151,4958702.45679905,a
2013-06-20,4011600.459206064,3108495.036439679,4910736.859194631,a
2013-06-21,4130838.526287728,3140423.241928026,5035131.483225838,a
2013-06-22,3156194.617540785,2235669.999903849,4002058.8341285484,a
2013-06-23,50820.24484761665,-831811.8014461341,960527.1431807862,a
2013-06-24,4859645.913056934,3968158.0232057353,5815055.623574724,a
2013-06-25,4227791.119585116,3257382.6904135626,5126655.905791396,a
2013-06-26,3955821.3361238455,3049224.4294890896,4846613.277785217,a
2013-06-27,3889434.3038721327,2990258.897875252,4776206.450990684,a
2013-06-28,4010157.1388185075,3068908.9476295584,4909426.518235333,a
2013-06-29,3039243.504955518,2054093.5166836334,3891466.396018089,a
2013-06-30,-60260.6128362203,-1032510.7307903254,858253.7308225213,a
2013-07-01,4756412.012681826,3908955.420784982,5684507.855755953,a
2013-07-02,4134164.9696818134,3289903.62055074,5009097.4900385095,a
2013-07-03,3873301.7871781206,2980052.9029929256,4811812.33077479,a
2013-07-04,3819220.106465701,2892796.1510837176,4710517.450771926,a
2013-07-05,3953117.7071042405,3021347.332203324,4858019.040288752,a
2013-07-06,2995899.3716172674,2008490.2012061372,3960759.307457693,a
2013-07-07,-89747.16089426819,-1025344.8226637417,794211.4769870691,a
2013-07-08,4740588.091124825,3841042.004115143,5675199.287447921,a
2013-07-09,4131462.713402235,3256006.2101613847,5075198.305351918,a
2013-07-10,3882855.296065869,2983424.441436071,4780321.737904244,a
2013-07-11,3839868.7152772155,2920289.752861358,4713120.8506642245,a
2013-07-12,3983444.2937174505,3091823.318294035,4920612.904158853,a
2013-07-13,3034275.588864996,2047349.97664725,3923148.6067870306,a
2013-07-14,-45110.13900514087,-932115.5286693211,821252.0914769031,a
2013-07-15,4789591.308387045,3907165.519848494,5730359.967986077,a
2013-07-16,4182888.705450994,3248917.3969651293,5103902.3680329835,a
2013-07-17,3934769.3483457495,2947992.6825264264,4815629.489787592,a
2013-07-18,3890401.145517111,3016722.356637428,4843348.462009136,a
2013-07-19,4030843.8970855344,3184683.3081560293,4935869.598094614,a
2013-07-20,3076958.609401463,2189585.1328044916,3964659.3143499857,a
2013-07-21,-8516.958684516605,-889271.7355420021,853401.8479178483,a
2013-07-22,4818967.758585056,3985928.42296039,5744314.546894954,a
2013-07-23,4204195.5572602395,3297298.5902875215,5090470.299121003,a
2013-07-24,3947446.4178566374,3038823.9253967004,4836397.570443682,a
2013-07-25,3894190.1069999603,2978730.8828131934,4783714.383414207,a
2013-07-26,4025787.764831867,3183225.973200902,4913299.8130473485,a
2013-07-27,3063367.066096838,2129487.570861384,3970701.183207995,a
2013-07-28,-30037.76169969747,-974144.92535348,809783.388305458,a
2013-07-29,4790367.916454063,3819507.939584476,5737769.014379148,a
2013-07-30,4169575.5391544867,3185789.7703802953,5033001.902015804,a
2013-07-31,3908031.8912388715,2953803.1635345537,4748439.483209455,a
2013-08-01,3851326.665759234,2963657.4911863515,4742373.995391707,a
2013-08-02,3980890.5391611704,3068121.304402808,4870970.861370958,a
2013-08-03,3017893.0145010264,2114740.9293501293,3931255.2543357434,a
2013-08-04,-74691.41583016654,-1007540.1206555578,747605.7217489787,a
2013-08-05,4747845.778513445,3850830.713652491,5659366.494718085,a
2013-08-06,4130362.178320161,3222903.2545661563,5090106.616798708,a
2013-08-07,3873127.6889650584,2938022.819461879,4811277.331377046,a
2013-08-08,3821518.245534203,2815362.6276260577,4698987.162303479,a
2013-08-09,3956721.2525046775,2996709.907309615,4850507.375335084,a
2013-08-10,2999641.7846414093,2060138.657759709,3903710.485043329,a
2013-08-11,-87022.1593203554,-935358.4158168522,760466.2521800767,a
2013-08-12,4741158.932278346,3797883.1288008117,5588511.079811463,a
2013-08-13,4128770.787269983,3182925.7116698488,5023988.206267686,a
2013-08-14,3875828.1597872996,2948882.077917878,4824108.349771528,a
2013-08-15,3827477.6141518517,2898505.4850608297,4714051.1670845,a
2013-08-16,3964711.2963683847,3025594.885816609,4833713.119491555,a
2013-08-17,3008280.450797324,2086523.4357033123,3930693.7025721804,a
2013-08-18,-79223.26570935966,-995477.0058977652,904431.4011943461,a
2013-08-19,4746575.407645056,3857142.291622505,5631635.740859202,a
2013-08-20,4130263.023989361,3185399.5036808457,5041670.764355953,a
2013-08-21,3871911.4958334262,2984321.7647023755,4803377.412379144,a
2013-08-22,3816780.3485386977,2900998.6891520405,4694170.475901762,a
2013-08-23,3946028.1693287008,3046179.8152371626,4932080.810432705,a
2013-08-24,2980622.059494554,2050583.700857334,3890148.829200185,a
2013-08-25,-116852.19789946871,-1003049.497758745,832391.4259768832,a
2013-08-26,4698542.195076605,3783534.4237125865,5557750.026221135,a
2013-08-27,4071715.9396891175,3084188.983669558,5000982.429787385,a
2013-08-28,3803083.6385103976,2876485.0717826695,4682761.635776317,a
2013-08-29,3738255.7714065397,2893473.08539779,4674641.373183828,a
2013-08-30,3858739.403736465,2926996.8951004925,4784168.033715184,a
2013-08-31,2885836.753528304,1985130.9657816163,3790428.0328117316,a
2013-09-01,-217289.89986548387,-1095710.527985048,704658.8217558134,a
2013-09-02,4594307.593943189,3744483.7080565165,5501159.682905189,a
2013-09-03,3965773.1014365326,2981724.3375872993,4856951.052754664,a
2013-09-04,3697702.501485936,2776718.192703383,4562263.462432661,a
2013-09-05,3635828.7796822726,2758240.535937921,4559098.5254012225,a
2013-09-06,3761717.4564499725,2925575.550419276,4741917.452524003,a
2013-09-07,2796661.655677988,1826357.3795891467,3757462.787095919,a
2013-09-08,-296254.574207766,-1232949.0679120778,544607.0508605299,a
2013-09-09,4527769.947343502,3627123.8733633454,5401611.099718348,a
2013-09-10,3913665.778267721,2993787.5632993267,4854388.680653432,a
2013-09-11,3661753.5115341754,2788447.1112911175,4618066.799221823,a
2013-09-12,3617435.0923173446,2677255.210509188,4540701.363187455,a
2013-09-13,3761897.1761695608,2847453.513670002,4607501.164383847,a
2013-09-14,2816015.628575299,1929248.0547230877,3690920.9787496133,a
2013-09-15,-257570.47358385846,-1159973.1368712096,621577.2137825692,a
2013-09-16,4585479.004781198,3705301.376889154,5519306.092899805,a
2013-09-17,3989629.7791172354,3041661.2968564588,4870408.446667442,a
2013-09-18,3754746.3748404216,2856472.507974757,4661692.975671564,a
2013-09-19,3725795.9569487255,2812298.8877347675,4647861.7931508245,a
2013-09-20,3883563.785120566,2982134.616084306,4793425.909947699,a
2013-09-21,2948569.0473128962,2009334.93959381,3792693.5385692534,a
2013-09-22,-116850.89625736745,-980313.4359087186,772818.1261854074,a
2013-09-23,4731149.001515265,3828597.4089629506,5555807.519066416,a
2013-09-24,4137124.742203575,3255702.4577580984,5078022.303861533,a
2013-09-25,3900850.286496608,3010238.557322326,4778163.476428674,a
2013-09-26,3867281.8528578067,2904735.7670277427,4737111.289798884,a
2013-09-27,4017274.510884625,3100527.632807405,4925111.970442257,a
2013-09-28,3071496.9572653836,2163504.313893319,3998307.666688694,a
2013-09-29,-7487.48111998057,-910039.4885042922,843574.4540330006,a
2013-09-30,4824720.502049946,3862278.4345913385,5734726.194985287,a
2013-10-01,4212780.590941165,3309556.7458633804,5099496.813756667,a
2013-10-02,3956882.301813442,3064820.306469169,4902158.954104094,a
2013-10-03,134305.03559550596,-746629.1521037964,1020137.2560012199,a
2013-10-04,4030804.9333974514,3070481.2196555943,4933029.856722625,a
2013-10-05,3063152.5669306656,2046805.8230902245,3990329.0211256803,a
2013-10-06,-37435.14008000726,-947334.6499342101,854167.8595288764,a
2013-10-07,4773950.73346779,3834892.6840035385,5631873.996474946,a
2013-10-08,4142458.5553150433,3232139.7756133485,5087583.940849495,a
2013-10-09,3868732.7758302074,3003925.9090476586,4767272.620168509,a
2013-10-10,3798598.5106848627,2782432.221800491,4744818.304894393,a
2013-10-11,3913755.6118731964,3041278.752684963,4815085.215750714,a
2013-10-12,2935671.5589889023,2010416.6003305276,3814261.2762718797,a
2013-10-13,-172358.17159253452,-1076481.7944922685,702350.0921084385,a
2013-10-14,4634712.438375126,3720379.8894251026,5576087.758340831,a
2013-10-15,4002087.902766912,3155997.559823924,4889299.6659645,a
2013-10-16,3730387.065214918,2751024.071808114,4576079.365972474,a
2013-10-17,3665329.170481027,2750763.994874362,4628475.255221006,a
2013-10-18,3788431.674799172,2877129.5179112973,4728078.514525746,a
2013-10-19,2820909.0230832803,1906641.1427454858,3708525.7731088437,a
2013-10-20,-274259.1156395525,-1190018.7517797083,576748.1099604681,a
2013-10-21,4547604.321061268,3688396.241772555,5508535.723084287,a
2013-10-22,3930922.053288412,3036106.7088175784,4874854.340447113,a
2013-10-23,3676242.959512098,2738530.9547562725,4621071.702384749,a
2013-10-24,3628828.845598721,2773187.3904558066,4602788.438440406,a
2013-10-25,3769736.581184167,2923896.341519287,4753569.972777559,a
2013-10-26,2819730.454746637,1890747.2429861866,3701975.2138608284,a
2013-10-27,-258636.35634523164,-1194774.8179372952,567760.4842526705,a
2013-10-28,4578922.89061881,3677224.881466703,5600613.992207179,a
2013-10-29,3976858.98053305,3064330.7421788815,4970237.288414656,a
2013-10-30,3735064.8378500384,2851724.7308165287,4606456.231223278,a
2013-10-31,3698582.955125599,2841006.9433119283,4622546.413816803,a
2013-11-01,3848323.03150294,2923733.173980944,4747698.575206341,a
2013-11-02,2904978.4683788386,1920497.3205464396,3779638.709950717,a
2013-11-03,-168890.30870878138,-1103234.1575747035,776755.3116256109,a
2013-11-04,4671088.324636718,3725407.4617069573,5593822.810793731,a
2013-11-05,4069524.816027263,3145764.797348595,5012057.361581113,a
2013-11-06,3826541.4004664896,2950527.752235893,4758129.6590266265,a
2013-11-07,3787472.2509331335,2947763.3816018584,4776459.498069982,a
2013-11-08,3933571.892507681,3035293.4830592438,4859667.630163821,a
2013-11-09,2985920.7822726713,2091807.0794395236,3867143.8181273923,a
2013-11-11,4743103.727235787,3792749.2679119296,5690322.353294223,a
2013-11-12,4137789.5769182434,3204188.2466612863,4997361.611727857,a
2013-11-13,3892100.585466625,2929390.1658560317,4865211.861541629,a
2013-11-14,3851769.6020379127,2894879.455215211,4749873.636926613,a
2013-11-15,3998410.4739379184,3089610.2287240084,4925375.55039947,a
2013-11-16,3053411.0216435837,2147095.324718049,3989482.866795082,a
2013-11-18,4823132.207086319,3925100.613896889,5781585.628458129,a
2013-11-19,4227966.654725033,3329916.6186731057,5234198.553144277,a
2013-11-20,3995047.5878589293,3102547.300541679,4909726.156933178,a
2013-11-21,3970023.533071034,3129228.192318056,4854923.100675029,a
2013-11-22,4134334.3316773567,3235719.5702224774,4982977.879966409,a
2013-11-23,3208967.4162350753,2259405.613661081,4074440.83336191,a
2013-11-25,5022800.804484894,4136630.746915779,5932487.434082891,a
2013-11-26,4451204.7054042155,3600105.853578274,5341046.485964319,a
2013-11-27,4242156.229025606,3336929.910158801,5177163.2668204075,a
2013-11-28,4240715.889137251,3346837.6220230903,5154619.827472867,a
2013-11-29,4427706.71657315,3531215.548530495,5336132.192485556,a
2013-11-30,3523624.5945741325,2607590.3332567574,4408869.880095575,a
2013-12-02,5372935.050438726,4532991.715359792,6272726.220029969,a
2013-12-03,4814349.4193579685,3866280.9703478464,5752611.626172183,a
2013-12-04,4614445.522799343,3732638.10608232,5545998.089068614,a
2013-12-05,4617826.1961226845,3641103.6542317336,5487324.551136105,a
2013-12-06,4804934.858751886,3966956.1405807748,5768991.413731742,a
2013-12-07,3895977.0847512903,2931805.7647500797,4828018.809060206,a
2013-12-08,853010.023808727,-66487.69289786388,1714300.3686861212,a
2013-12-09,5719893.616547086,4817552.394534831,6581940.169077085,a
2013-12-10,5140726.091284871,4138642.861805541,6045266.6932497835,a
2013-12-11,4915125.496446933,4029797.145792412,5849735.277330975,a
2013-12-12,4887938.957033152,3948303.7209294164,5799918.257978753,a
2013-12-13,5039960.554019922,4144196.1570271524,5920355.395977728,a
2013-12-14,4091846.535077242,3187909.0176287573,5039054.226495824,a
2013-12-16,5827490.699018419,4972771.83088909,6725042.577857922,a
2013-12-17,5200518.273483169,4337805.291945633,6155919.523711365,a
2013-12-18,4925638.403491215,3970997.4724095133,5835989.598300189,a
2013-12-19,4848476.5301698595,3890956.5303992974,5805630.829661234,a
2013-12-20,4950624.879924308,4003195.7496306966,5801283.3394345995,a
2013-12-21,3953540.4387834636,3098581.238582742,4889576.610954367,a
2013-12-22,820608.2980384962,-12751.525213001469,1708180.9727302475,a
2013-12-23,5597064.956746532,4686844.457330963,6550081.448121297,a
2013-12-24,4928404.754227471,4011902.5805741237,5836661.111733738,a
2013-12-26,50698.070148997474,-800317.3313048286,999011.55701756,a
2013-12-27,4578403.750651272,3660932.7328066644,5514269.301273376,a
2013-12-28,3557864.2933229143,2627804.535836536,4441528.0965330405,a
2013-12-29,406988.2009765655,-487420.7093703359,1310395.4307565722,a
2013-12-30,5171185.163571223,4270153.63788102,6190464.090802611,a
2013-12-31,4496012.614806492,3595731.721475606,5495777.250606793,a
2014-01-01,-10694.696459880099,-946771.1573163157,890359.7975615751,a
2014-01-02,4076473.523864572,3159637.995091017,4968236.296861087,a
2014-01-03,4159967.9657254,3238732.380533419,5131575.712829644,a
2014-01-04,3154406.2763416893,2274156.291260424,4080628.2566534546,a
2014-01-05,23023.921912748367,-896013.3244746332,907899.720553374,a
2014-01-06,4810727.329276733,3907738.836072406,5728485.758206962,a
2014-01-07,4162511.066939694,3248201.8314312687,5098623.773603938,a
2014-01-08,3878724.224659905,2958430.5368107045,4781843.251622679,a
2014-01-09,3804767.9812285686,2912861.1065928903,4750093.657847662,a
2014-01-10,3921805.476751425,3007169.7755983737,4805732.138821357,a
2014-01-11,2950672.8264696356,2049530.8380944475,3834270.9038973046,a
2014-01-13,4675951.356924213,3733821.3719443865,5564785.77845679,a
2014-01-14,4061061.4143493148,3119841.582046092,4951686.390497542,a
2014-01-15,3809106.1139784954,2924880.3827041974,4710381.747468771,a
2014-01-16,3765012.933981507,2801403.346151125,4611687.99524874,a
2014-01-17,3909537.8237196105,2997591.5499832826,4797718.12111895,a
2014-01-18,2963181.983736265,2108431.6728421305,3904565.6803548182,a
2014-01-20,4728924.745700726,3806263.8134233337,5629732.170638503,a
2014-01-21,4129437.727680522,3244097.748297826,5033589.204806781,a
2014-01-22,3889603.449171599,2993386.286299274,4848660.098231875,a
2014-01-23,3854393.0496391323,2881757.9207702246,4745943.968110417,a
2014-01-24,4004672.3082603565,3069589.7388018337,4968067.296556303,a
2014-01-25,3061111.6042718496,2200901.821434349,4056245.8715221677,a
2014-01-27,4824491.886437003,3946164.8222053912,5754612.896180838,a
2014-01-28,4220406.869883345,3247688.9949309565,5081698.611358804,a
2014-01-29,3974115.5554070976,3107190.8622641847,4875116.125289842,a
2014-01-30,3930922.973280098,3027479.126482324,4824319.690772413,a
2014-01-31,4072033.2843547557,3128633.6333823316,4944654.154532357,a
2014-02-01,3118450.851348614,2239214.145714942,4012660.809559722,a
2014-02-02,33048.188907940406,-908973.5411375563,945121.6189567108,a
2014-02-03,4860495.341680172,3981856.5970166135,5775573.740448452,a
2014-02-04,4245673.78423336,3281769.5571951987,5175777.272932745,a
2014-02-05,3988937.189517833,3115592.0824697907,4820750.238540012,a
2014-02-06,3935801.314624957,3022540.4293109505,4864687.268448753,a
2014-02-07,4067644.416748739,3156768.818330669,4964442.026438501,a
2014-02-08,3105607.360825429,2153971.277782379,4041338.4863714217,a
2014-02-10,4833541.367178608,3899734.4743014765,5768559.253555294,a
2014-02-11,4213157.4113381775,3240742.5476764864,5182916.435648097,a
2014-02-12,3951863.8668135838,2977245.992651836,4870704.764945562,a
2014-02-13,3895150.934474145,2956191.602843822,4783161.6261528665,a
2014-02-14,4024350.231981316,3149596.6568198726,4959165.526687796,a
2014-02-15,3060539.8935971553,2119396.3306021006,3969059.869841882,a
2014-02-17,4787238.128431394,3856392.91380636,5642943.276564249,a
2014-02-18,4167231.2089455086,3276744.390532873,5121125.607077537,a
2014-02-19,3906873.366833549,3005563.582055721,4836569.597505827,a
2014-02-20,3851584.0158800315,2925674.966869855,4836364.432580789,a
2014-02-21,3982633.8954404164,3137709.909375736,4836732.730767179,a
2014-02-22,3021052.3874696456,2082203.4229264653,3900305.6376474123,a
2014-02-24,4753215.881037705,3784301.968500279,5645653.244174634,a
2014-02-25,4136416.269261346,3227675.9843394146,5096718.516937169,a
2014-02-26,3879584.0904818983,2996521.377210722,4788405.530100002,a
2014-02-27,3828153.557732439,2981825.658124349,4769505.779020438,a
2014-02-28,3963417.8637222885,3055352.05616772,4862261.1210683705,a
2014-03-01,3006433.335152581,1990669.0165939128,3867211.92175936,a
2014-03-02,-79909.3836375908,-1005027.8041551095,914193.5757908821,a
2014-03-03,4749047.281680934,3772331.828982135,5618803.997666165,a
2014-03-04,4138144.8391211033,3225590.4029420353,5026296.719927067,a
2014-03-05,3887672.36482025,2974614.7369945706,4775291.242862155,a
2014-03-06,3843058.9365843087,2940928.080233592,4802994.25000686,a
2014-03-07,3985576.226964207,3110481.3332449854,4898574.705449266,a
2014-03-08,3036240.3942048317,2054909.1241467304,3939648.8248214014,a
2014-03-09,-42118.27422349341,-964384.9925063647,870336.4084141989,a
2014-03-10,4795076.525661215,3869547.3259776155,5704200.963737619,a
2014-03-11,4192564.2718021628,3271712.4262334304,5221934.963589832,a
2014-03-12,3950512.3137326846,3094803.216075961,4881767.163064299,a
2014-03-13,3914210.276215391,3038066.5358880605,4822626.117178034,a
2014-03-14,4064775.492556497,3191579.4945693165,4947892.385406875,a
2014-03-15,3123058.53621978,2270628.1004099976,4079172.8150667036,a
2014-03-16,51717.20444351062,-881743.6010439987,998880.8798785127,a
2014-03-17,4895153.316401777,3970811.4220739496,5804087.767359793,a
2014-03-18,4297935.198899873,3391246.5501951757,5225128.1516366005,a
2014-03-19,4060067.9579743845,3191315.6455376036,4994651.072932788,a
2014-03-20,4026693.516136004,3119125.032392405,4944496.666676203,a
2014-03-21,4178801.545995943,3269982.3127497304,5112714.323208337,a
2014-03-22,3237140.1743441024,2392912.77177844,4255236.403047348,a
2014-03-23,164294.62169972342,-735074.2298731903,1077405.086325797,a
2014-03-24,5004627.962617793,4083890.747491852,5963767.564006413,a
2014-03-25,4402706.720855964,3552344.809858331,5363102.224259738,a
2014-03-26,4158573.2621198553,3245304.505357696,5136351.560967252,a
2014-03-27,4117446.857197461,3252572.1240809043,5057554.91858124,a
2014-03-28,4260434.471702564,3382511.515885061,5127753.9996224055,a
2014-03-29,3308440.1179864304,2344429.2840005727,4242418.545734703,a
2014-03-30,224240.93293820368,-649382.1191421608,1143548.8231098338,a
2014-03-31,5052424.204205202,4107626.700752313,6024090.536085974,a
2014-04-01,4437808.134800935,3493909.2858422636,5343593.322944132,a
2014-04-02,4180708.4201334394,3262431.787163674,5092263.536628886,a
2014-04-03,4126632.6560685933,3169435.6040065885,5020449.812178977,a
2014-04-04,4256983.809291624,3385472.553836744,5148402.1403273465,a
2014-04-05,3292961.7855830807,2404577.856611233,4238524.722124459,a
2014-04-06,197631.47893674485,-693453.3007947569,1201320.5817636668,a
2014-04-07,5015851.755930634,4088822.952047798,5895978.462529885,a
2014-04-08,4392688.40265371,3408827.213719423,5427163.745411093,a
2014-04-09,4128673.3448636425,3247621.4937408273,5106875.002678813,a
2014-04-10,4069492.3871544823,3140920.943635722,4962853.855467992,a
2014-04-11,4196682.914507427,3280851.8935696604,5049244.399390487,a
2014-04-12,3231530.7809738065,2333011.9724762947,4123983.888522855,a
2014-04-13,137134.92937345756,-809124.5509173941,1059841.7363337928,a
2014-04-14,4958334.323265245,4024701.048338001,5786399.279811613,a
2014-04-15,4340120.307050763,3396810.724108659,5250876.438847627,a
2014-04-16,4082896.752108979,3225493.823547232,4977264.4729403965,a
2014-04-17,4032170.2380096186,3133496.1456068596,4948178.807626888,a
2014-04-19,3215158.4827991948,2360325.636998458,4191673.206742378,a
2014-04-20,132685.81729019992,-747253.5962259953,1063473.0388919546,a
2014-04-21,-62670.95232786285,-992777.7776864046,879592.179130432,a
2014-04-22,4360765.147063605,3412835.125799087,5211534.260741035,a
2014-04-23,4116001.1817872105,3188250.0832983064,5009785.66713835,a
2014-04-24,4077195.0362773137,3106812.757244961,4916883.231893958,a
2014-04-25,4225306.390368564,3323633.871180289,5088044.304981512,a
2014-04-26,3281020.6823256565,2413578.0630058036,4177555.919609404,a
2014-04-27,206829.57615395263,-696246.4063640644,1098399.5001887986,a
2014-04-28,5046974.170717956,4131590.9986408507,5943027.502787267,a
2014-04-29,4445873.614456465,3586795.045145008,5386029.269375102,a
2014-04-30,4203401.027126936,3303445.436129327,5138608.0544775985,a
2014-05-01,-128819.65884073963,-980860.8872313006,793946.3578578328,a
2014-05-02,4310342.336198202,3380441.2162377527,5243456.191754014,a
2014-05-03,3361356.714295075,2492320.0448513785,4285947.968448377,a
2014-05-04,280194.77667857707,-579385.1892452221,1222015.6712614375,a
2014-05-05,5111230.329545835,4143056.691408572,6030141.679520384,a
2014-05-06,4499073.401619107,3513575.9879790307,5381088.310582641,a
2014-05-07,4243841.446528758,3373314.960239214,5153844.618137518,a
2014-05-08,4190858.133344342,3224976.5034692665,5089773.072426882,a
2014-05-09,4321360.8614486605,3482493.1551351724,5243461.967884294,a
2014-05-10,3356405.946881256,2431996.068921373,4256281.066554782,a
2014-05-11,258939.783728261,-569647.8430626144,1184232.033706598,a
2014-05-12,5073730.367090922,4109396.0460471762,5902254.294025342,a
2014-05-13,4445782.148796941,3601599.068905763,5317389.810410587,a
2014-05-14,4175596.4954906744,3302658.206361357,5127602.702750973,a
2014-05-15,4108859.9681235617,3152193.135778955,5035084.392009386,a
2014-05-16,4227141.8557221955,3285194.126356195,5127665.685437937,a
2014-05-17,3251790.1937132403,2378088.663621773,4167438.7240750752,a
2014-05-18,145994.83234840306,-832139.4617689474,1055036.2900292382,a
2014-05-19,4954712.174030779,4061445.6562822605,5852287.075010354,a
2014-05-20,4323074.747672801,3383795.49117495,5200890.643018143,a
2014-05-21,4051648.0441265646,3075407.572969761,4985156.627020825,a
2014-05-22,3986116.940356519,3129800.5823378726,4885249.192362589,a
2014-05-23,4107983.2033905014,3223552.4345036745,5003938.514718225,a
2014-05-24,3138463.311698635,2203695.808737099,3969184.9413442006,a
2014-05-25,40555.11383252125,-870827.741810167,996539.0379726825,a
2014-05-26,4858967.847351469,3886957.4788092882,5762620.014279581,a
2014-05-27,4238538.541362888,3349421.3391730296,5143444.713941,a
2014-05-28,3979497.03781802,3154395.8523264336,4888514.638856453,a
2014-05-29,-190753.01978499303,-1093924.699317042,689332.0797704105,a
2014-05-30,4062647.25731707,3160545.4200837165,4902860.468447657,a
2014-05-31,3106773.0800857833,2197249.911886143,3979254.5881850594,a
2014-06-01,22141.198042774573,-938104.9144799703,939457.5256384077,a
2014-06-02,4853077.176442575,3903159.4718357124,5803215.653665604,a
2014-06-03,4244057.220255731,3385032.604913648,5235926.602059591,a
2014-06-04,3994983.220295842,3073398.5956537207,4911418.928261363,a
2014-06-05,3950887.588146022,3082458.678782189,4888123.015984049,a
2014-06-06,4092648.8529511923,3190794.235211879,5053755.238442703,a
2014-06-07,3140906.747219455,2246057.838806934,4066977.1681314535,a
2014-06-08,58144.81517885206,-807454.7612579521,959045.8832089703,a
2014-06-09,-59831.4743470829,-971120.3792247856,840879.0511598651,a
2014-06-10,4276864.147856753,3379948.7970191287,5253134.865730498,a
2014-06-11,4022812.38298628,3089262.6786898565,4946572.634516822,a
2014-06-12,3971651.756789445,3083467.494278062,4807685.735381125,a
2014-06-13,4104459.642697328,3202827.501250044,5050020.122088721,a
2014-06-14,3142127.666756628,2232963.7324742205,3988450.3542535794,a
2014-06-15,47437.060296589974,-870586.1040484995,960775.4320170797,a
2014-06-16,4864994.333989384,4027131.04678965,5762905.818846749,a
2014-06-17,4239650.142929839,3358483.720525878,5183280.00177923,a
2014-06-18,3971763.514759615,3038746.4747986314,4859167.171483613,a
2014-06-19,3906893.5699613537,2995082.776404947,4749498.821848981,a
2014-06-20,4026500.0857641282,3061875.722294485,4988307.46501551,a
2014-06-21,3051842.063974677,2135833.208645954,3924872.5217702445,a
2014-06-22,-53957.189119610935,-951854.2104082376,879667.6529322981,a
2014-06-23,4754016.105013617,3792880.586536492,5663679.6283536,a
2014-06-24,4120876.5926882057,3189608.567530922,5032638.905897436,a
2014-06-25,3847196.822795102,2905121.563932004,4808735.454875905,a
2014-06-26,3778693.2522067847,2841058.7295567724,4692467.250791121,a
2014-06-27,3896922.729910484,2973493.231828494,4827167.531377775,a
2014-06-28,2923178.7341389256,2008722.8678834978,3843076.1724632485,a
2014-06-29,-179444.07353906054,-1079425.8997387057,720729.7113241551,a
